167495,14/15,85,92,86,60,90
192119,14/15,87,69,88,49,86
167948,14/15,81,71,88,64,81
48940,14/15,84,73,84,49,83
168435,14/15,79,73,87,51,84
5479,14/15,79,67,88,64,79
193080,14/15,75,86,88,53,76
167628,14/15,80,77,86,54,82
2196,14/15,84,61,82,33,85
146748,14/15,86,82,80,44,82
148119,14/15,80,83,85,56,78
162835,14/15,82,65,85,57,81
174543,14/15,82,85,86,56,78
192448,14/15,81,82,85,45,78
192563,14/15,82,81,83,49,83
172723,14/15,81,74,85,55,80
150724,14/15,76,79,86,60,79
173426,14/15,79,72,84,57,80
1179,14/15,77,65,75,38,90
16254,14/15,77,76,83,49,82
48717,14/15,77,67,82,40,82
121933,14/15,79,72,85,41,80
163705,14/15,78,79,82,48,80
182494,14/15,82,80,87,64,80
24630,14/15,78,87,83,57,80
116494,14/15,79,81,82,40,81
143306,14/15,78,75,85,43,83
165580,14/15,74,76,88,54,74
182629,14/15,79,78,84,40,79
178005,14/15,81,82,80,47,78
188943,14/15,78,77,84,49,79
177644,14/15,81,78,79,41,80
186153,14/15,79,70,84,45,76
186953,14/15,78,79,86,66,78
115533,14/15,75,72,83,45,76
139968,14/15,81,80,90,45,79
140233,14/15,68,76,86,49,78
170597,14/15,79,72,84,42,75
177683,14/15,74,78,85,51,75
186148,14/15,76,65,81,48,82
189690,14/15,77,72,85,52,76
178750,14/15,77,79,79,56,78
186569,14/15,77,70,84,46,77
193041,14/15,73,68,82,56,76
199987,14/15,80,74,78,52,81
4667,14/15,77,61,81,38,84
137677,14/15,74,76,83,61,78
139062,14/15,71,68,86,53,84
139094,14/15,77,73,83,62,77
139668,14/15,76,65,84,53,78
143632,14/15,78,82,79,38,78
216336,14/15,76,75,77,44,79
163489,14/15,76,71,83,40,78
193698,14/15,75,72,81,49,75
158121,14/15,78,75,83,49,79
11983,14/15,80,78,76,42,82
110677,14/15,74,82,82,39,75
114764,14/15,81,80,78,48,82
140293,14/15,79,66,81,43,75
163155,14/15,77,73,82,49,77
164505,14/15,79,67,81,48,76
183666,14/15,70,72,83,47,78
190778,14/15,76,72,80,50,76
176550,14/15,70,77,84,34,75
200389,14/15,83,67,77,52,79
179783,14/15,73,71,83,39,76
165247,14/15,75,85,79,61,77
163600,14/15,75,73,81,47,75
2147,14/15,74,81,78,41,75
135043,14/15,76,74,79,51,74
137763,14/15,81,62,79,33,73
168354,14/15,77,67,82,32,76
169181,14/15,66,67,84,58,76
180714,14/15,72,71,83,59,74
198009,14/15,71,69,83,56,74
215316,14/15,74,69,78,51,72
194404,14/15,71,67,83,40,75
146296,14/15,73,69,81,56,71
199482,14/15,71,72,83,59,74
162220,14/15,77,78,76,44,78
176094,14/15,72,69,79,50,73
194911,14/15,76,72,81,45,75
28,14/15,74,68,80,45,77
684,14/15,78,66,75,48,79
1289,14/15,75,55,78,40,77
16097,14/15,73,66,83,49,73
47903,14/15,74,65,77,35,75
105846,14/15,71,61,82,44,73
107713,14/15,75,66,80,48,75
135466,14/15,74,66,77,44,81
142775,14/15,76,68,76,44,79
142902,14/15,70,82,77,60,73
146458,14/15,70,75,84,58,72
146797,14/15,68,74,79,46,80
147579,14/15,73,77,80,58,75
147794,14/15,75,73,79,53,76
150278,14/15,74,60,80,38,76
182736,14/15,75,63,79,33,75
192593,14/15,75,78,76,53,76
172203,14/15,76,70,80,40,75
185181,14/15,75,72,78,60,71
189324,14/15,74,60,80,57,73
212067,14/15,76,71,77,55,71
179954,14/15,68,60,84,55,71
184926,14/15,70,72,78,43,78
201095,14/15,75,69,77,28,74
177152,14/15,73,83,82,56,72
189936,14/15,76,72,77,55,75
1219,14/15,69,75,79,38,75
49212,14/15,71,70,79,43,73
101880,14/15,69,74,81,36,72
123586,14/15,74,62,82,41,74
138798,14/15,69,70,79,31,73
140498,14/15,71,66,78,49,74
142721,14/15,73,66,77,35,78
147660,14/15,73,64,78,57,75
148203,14/15,76,73,70,33,74
156092,14/15,78,76,77,32,76
156412,14/15,76,71,76,44,75
163890,14/15,78,79,71,48,80
164835,14/15,70,72,83,48,74
172684,14/15,70,67,82,59,71
176919,14/15,73,63,77,52,72
183722,14/15,69,70,77,41,73
195090,14/15,69,59,79,40,77
216692,14/15,73,61,79,49,75
189117,14/15,68,66,82,54,69
197678,14/15,64,72,80,38,75
193786,14/15,72,58,82,32,69
201138,14/15,75,75,75,56,74
192397,14/15,73,69,77,54,73
163587,14/15,70,83,80,46,69
167624,14/15,70,79,73,46,76
179547,14/15,74,70,75,60,71
168965,14/15,76,76,71,47,78
178566,14/15,72,66,77,55,71
189357,14/15,70,69,77,46,75
178022,14/15,70,74,80,65,72
192613,14/15,72,67,77,45,76
2651,14/15,72,71,74,44,78
18122,14/15,71,77,77,46,77
20551,14/15,67,60,76,40,81
47201,14/15,68,73,80,59,67
49000,14/15,73,69,78,38,75
49031,14/15,74,64,76,37,75
105308,14/15,72,71,75,39,73
111163,14/15,72,66,75,37,73
117063,14/15,76,70,76,42,73
120306,14/15,73,71,69,44,78
135451,14/15,66,61,80,51,73
137854,14/15,71,65,77,44,75
138507,14/15,68,71,76,54,77
140082,14/15,71,59,79,36,74
142782,14/15,72,64,76,29,74
142959,14/15,72,77,80,57,68
143671,14/15,71,72,76,57,77
145257,14/15,70,62,79,54,77
146996,14/15,69,66,81,50,68
148684,14/15,70,65,78,51,75
162297,14/15,69,62,80,44,75
163791,14/15,70,60,79,49,72
163873,14/15,73,70,75,45,77
167435,14/15,66,78,81,59,67
167666,14/15,72,66,80,53,72
172939,14/15,73,74,79,41,70
180739,14/15,68,71,83,42,69
183497,14/15,71,70,74,39,79
201325,14/15,73,75,74,48,78
203688,14/15,71,79,78,63,77
200316,14/15,72,74,77,48,70
190113,14/15,73,70,76,43,76
193222,14/15,65,56,80,37,72
199005,14/15,73,71,74,60,72
173373,14/15,63,80,77,43,70
191655,14/15,72,69,76,58,74
213926,14/15,74,68,75,47,76
184763,14/15,70,67,75,38,74
190243,14/15,72,65,74,44,72
201482,14/15,69,73,73,41,79
198040,14/15,70,69,77,48,68
7939,14/15,69,68,76,51,72
29183,14/15,71,61,76,47,73
53012,14/15,75,56,77,23,76
111661,14/15,71,59,81,45,65
121937,14/15,72,66,78,41,69
143138,14/15,69,63,75,36,73
153297,14/15,71,68,76,53,72
154954,14/15,74,70,74,52,75
156271,14/15,73,62,74,36,72
156433,14/15,72,71,74,54,71
157804,14/15,72,67,79,47,66
161663,14/15,68,65,75,39,74
162776,14/15,69,71,76,40,73
163301,14/15,67,85,76,61,70
165769,14/15,69,70,75,46,77
171146,14/15,64,66,81,41,72
174542,14/15,81,78,76,55,67
182207,14/15,70,77,75,52,72
183070,14/15,71,69,75,54,73
187570,14/15,74,71,76,37,74
205409,14/15,67,63,77,56,69
193105,14/15,69,68,73,53,70
203042,14/15,69,65,78,49,70
205878,14/15,67,65,77,32,71
178767,14/15,72,66,78,59,64
189296,14/15,71,64,76,28,71
186941,14/15,72,63,77,37,71
199833,14/15,72,60,75,36,72
167575,14/15,72,69,76,41,71
170084,14/15,71,77,71,45,74
178363,14/15,67,65,75,55,71
185427,14/15,68,78,78,49,68
192457,14/15,70,56,76,56,71
199103,14/15,71,67,74,30,68
200819,14/15,67,76,76,46,75
185129,14/15,68,66,77,43,69
214584,14/15,71,67,74,32,71
6895,14/15,71,70,74,40,72
7584,14/15,72,66,70,55,76
13843,14/15,73,61,75,49,71
14907,14/15,70,68,72,50,77
51261,14/15,70,68,77,44,69
107298,14/15,70,71,69,49,75
113188,14/15,70,60,76,34,76
116334,14/15,77,69,72,52,72
148212,14/15,69,65,76,36,74
155931,14/15,69,64,81,57,63
163264,14/15,72,69,75,53,72
163806,14/15,73,78,70,49,77
164853,14/15,69,81,74,48,69
168297,14/15,68,63,76,43,74
185405,14/15,63,60,76,36,76
187591,14/15,72,76,75,36,72
189586,14/15,78,80,68,30,74
209091,14/15,73,61,75,35,70
209092,14/15,71,76,69,52,72
214110,14/15,60,57,81,46,78
220048,14/15,65,59,81,50,69
201299,14/15,69,59,75,32,67
192984,14/15,67,71,69,45,69
197439,14/15,68,64,75,34,70
201931,14/15,68,58,82,36,68
203775,14/15,66,74,77,49,67
182435,14/15,67,72,76,50,68
172553,14/15,68,66,78,54,75
199493,14/15,76,56,73,48,69
200110,14/15,70,55,73,47,67
166937,14/15,71,68,73,41,70
169697,14/15,67,71,75,43,70
171992,14/15,67,69,79,53,59
177475,14/15,68,71,77,46,66
183567,14/15,66,79,74,38,71
192129,14/15,65,65,77,56,73
193312,14/15,70,71,74,40,68
178086,14/15,77,66,78,55,64
199764,14/15,71,64,74,44,69
204120,14/15,70,70,74,35,74
214933,14/15,68,67,74,46,70
186998,14/15,70,69,71,46,72
200896,14/15,74,70,75,49,72
1001,14/15,70,61,74,33,67
5594,14/15,70,74,74,37,74
11381,14/15,69,68,72,46,72
53525,14/15,75,64,68,41,72
101875,14/15,67,60,74,28,72
106795,14/15,67,59,75,43,75
110974,14/15,76,61,68,55,75
125586,14/15,76,67,70,55,77
135594,14/15,64,71,72,53,74
139006,14/15,70,66,71,47,67
142258,14/15,68,64,73,46,70
146500,14/15,67,74,77,40,70
156358,14/15,68,66,73,47,74
158592,14/15,70,62,72,58,71
158784,14/15,74,69,69,24,68
158826,14/15,67,66,73,43,73
162328,14/15,66,59,71,46,76
163991,14/15,70,68,76,43,72
165735,14/15,67,70,75,59,69
167600,14/15,71,67,70,47,72
173857,14/15,69,59,77,45,75
174745,14/15,67,51,76,52,72
183745,14/15,70,74,74,41,69
186260,14/15,66,67,78,47,65
188938,14/15,68,69,75,49,68
205122,14/15,72,65,74,38,69
214503,14/15,71,66,70,48,70
190941,14/15,71,74,72,42,67
208926,14/15,67,62,76,44,74
173023,14/15,65,54,79,45,69
185122,14/15,66,61,74,40,71
194904,14/15,73,56,75,51,64
195668,14/15,70,74,73,51,68
204240,14/15,64,67,75,43,70
177723,14/15,78,66,68,53,64
181694,14/15,69,64,74,49,72
187666,14/15,61,76,75,55,75
193152,14/15,82,59,63,39,70
199526,14/15,67,78,77,38,65
215985,14/15,71,55,73,57,68
177621,14/15,68,70,75,46,67
184585,14/15,66,62,74,54,70
190195,14/15,69,63,78,52,62
194050,14/15,67,68,70,50,73
189952,14/15,69,68,76,31,73
211327,14/15,68,71,74,43,70
214703,14/15,73,68,70,47,71
199575,14/15,67,65,77,61,63
9833,14/15,68,57,75,38,71
13914,14/15,69,78,66,53,73
28050,14/15,69,63,73,40,72
53110,14/15,70,70,71,46,70
104389,14/15,69,70,76,47,64
114126,14/15,67,54,75,32,70
118794,14/15,68,67,75,47,67
120309,14/15,64,55,80,48,62
136875,14/15,65,73,75,50,75
144172,14/15,73,60,79,55,68
146695,14/15,72,79,71,40,72
146744,14/15,67,73,73,38,65
148194,14/15,71,67,67,45,72
148526,14/15,67,66,73,48,70
150477,14/15,68,66,71,31,68
152469,14/15,67,54,74,48,69
155532,14/15,68,65,73,46,69
155961,14/15,66,62,77,44,66
158777,14/15,70,62,73,42,65
162952,14/15,66,69,73,49,71
171019,14/15,70,65,72,48,70
177508,14/15,70,66,72,46,70
177733,14/15,61,74,76,40,65
179684,14/15,71,66,72,57,73
183391,14/15,68,65,75,45,63
186634,14/15,72,65,71,46,66
188033,14/15,71,63,67,34,75
189024,14/15,69,64,76,40,76
189707,14/15,67,62,75,39,72
198355,14/15,65,61,77,54,70
214190,14/15,65,61,70,55,71
218867,14/15,72,60,70,45,67
204513,14/15,72,63,73,45,63
210257,14/15,66,78,72,40,70
189908,14/15,63,50,72,49,69
200961,14/15,67,76,72,32,69
175897,14/15,67,63,74,50,71
178283,14/15,68,69,72,58,68
188836,14/15,67,72,72,56,68
190745,14/15,68,50,78,60,64
193161,14/15,65,62,75,41,69
199641,14/15,65,66,75,32,69
185172,14/15,67,62,71,39,69
193247,14/15,61,63,76,48,68
194647,14/15,75,62,69,58,73
194872,14/15,64,62,74,44,71
200698,14/15,68,81,72,43,68
200726,14/15,69,67,69,48,64
155886,14/15,65,79,74,47,69
189248,14/15,64,63,76,48,66
194198,14/15,69,65,74,49,65
199339,14/15,65,73,72,49,70
213615,14/15,70,61,69,57,71
183513,14/15,64,59,74,45,65
207557,14/15,71,55,69,35,68
205100,14/15,64,67,72,45,72
207409,14/15,67,59,75,47,69
192665,14/15,65,63,75,45,68
32740,14/15,67,68,70,36,70
49472,14/15,67,58,72,51,64
53736,14/15,70,67,71,38,64
101488,14/15,70,64,72,34,69
111477,14/15,58,67,80,27,72
116914,14/15,64,72,73,42,68
120718,14/15,71,66,72,43,70
128529,14/15,62,62,78,58,63
136594,14/15,67,62,72,57,71
136601,14/15,69,71,71,51,69
136686,14/15,66,70,72,56,68
137552,14/15,65,80,73,51,64
140029,14/15,63,64,72,48,71
146952,14/15,74,68,72,60,63
152690,14/15,66,74,71,37,73
